Sentence,Emotion,Emotion_ID
"Yes, we beat each other.",happiness,4
"No, we differed too much in perspective.",sadness,5
But what are things that you find very important in a relationship?,neutral,0
"Well, the foundation is of course simply trust.",neutral,0
Yes. Are you jealous?,neutral,0
"Slightly. Slightly, yes.",neutral,0
And maybe that's healthy too.,neutral,0
"Yes, or how do you see a relationship for yourself?",neutral,0
A relationship...,neutral,0
that you actually...,neutral,0
that you actually...,neutral,0
that you actually...,neutral,0
that you actually...,neutral,0
that you actually have the will...,neutral,0
to actually want to do everything with her.,happiness,4
Yes.,neutral,0
"From traveling to meeting family, to everything.",sadness,5
But that you also just...,neutral,0
that you also keep doing your own thing.,happiness,4
I do think that we feel somewhat the same about that.,neutral,0
I am quite a complete and happy person on my own.,happiness,4
"And indeed, doing things together, but it doesn't necessarily have to be everything together.",neutral,0
Exactly that. Yes.,neutral,0
"Yes, just an addition.",neutral,0
Yes.,neutral,0
Do you want children?,neutral,0
Yes.,neutral,0
"Yes, I still want to cream off two sons for a moment.",neutral,0
"Two sons? You can't choose, can you?",neutral,0
"No, that's a bit of a shame.",sadness,5
"Look, I do have one advantage.",happiness,4
"I make you more beautiful, because I have proof.",happiness,4
But...,neutral,0
So that is favorable.,happiness,4
"But does that also mean that you have been in love, engaged, or married?",neutral,0
"No, not married. No, no, no.",sadness,5
I have also been away from her for seven years.,sadness,5
And you? Long single?,neutral,0
Yes. Why?,surprise,6
I am picky and I have a big mouth.,anger,1
"O, god.",fear,3
And my head is always set to stormy weather.,sadness,5
I have heard.,neutral,0
And especially the men suffer from that.,sadness,5
I constantly think about tasty things.,happiness,4
"Cones on top, jars, ice cream, you name it.",happiness,4
"I do notice, because I am tall...",neutral,0
that I want to eat more than the rest.,happiness,4
"Look, look. It looks creepy.",fear,3
"Yes, yes, yes. You are going to mess up.",disgust,2
"We have a real baking tray, man.",happiness,4
"We are very happy with one little pancake, as we call it.",happiness,4
Normally someone eats five pancakes in the morning.,neutral,0
We are eating one little pancake with the seven of us.,sadness,5
That is little.,sadness,5
"Oh, that looks really tasty.",happiness,4
We are just going to eat on it now.,neutral,0
I think we'll make one.,neutral,0
"But it's the first part, right?",neutral,0
"No, thank you.",neutral,0
"Tasty. Good, really. Very good.",happiness,4
Very good.,happiness,4
"At Simbang, the raft has come loose again, as it does every morning.",neutral,0
"For some time now, Jennifer has wanted to break it off.",sadness,5
But Erik doesn't want that.,sadness,5
Should we chop up that raft as quickly as possible and use it?,fear,3
Not yet. Why not?,surprise,6
Every morning we have a hassle with that raft.,anger,1
Then we have to make sure that there is no more messing around every morning.,anger,1
"Then you have to make an appointment with the sea, that it leaves the raft alone.",neutral,0
I don't think that's so good either.,disgust,2
He is very good at making suggestions and getting other people to carry them out.,happiness,4
If they let him go now...,fear,3
You are being a bit patronized.,anger,1
It's as if you are a little child that he is always talking to.,disgust,2
He always has to explain everything too...,anger,1
There is the sea. Here it comes drifting towards it.,neutral,0
Then I'll pick it up. Then you can have it afterwards.,neutral,0
"And at a certain point, that starts to become very annoying.",anger,1
We are now going to try to capture him.,neutral,0
We have no fuel and no raft and nothing.,sadness,5
I think the intention was to use that raft immediately when we arrived.,neutral,0
And to let that wood dry for firewood.,neutral,0
But we do not always know what the intention is.,fear,3
Or destroy the decay.,disgust,2
"For now, I let the raft go for a while like a little dog on a leash.",neutral,0
And then we can decide later what we are going to do with it.,neutral,0
Today there is another new confrontation between both camps.,fear,3
The island inhabitants are therefore quite tense.,fear,3
And then it turns out Coenraad is also unreachable.,sadness,5
"Guys, you already have a bit of worry about Coenraad.",fear,3
"I think we should go and look soon, because it's taking too long.",anger,1
"That already makes me a little scared, you know.",fear,3
Me too. Me too. Me too. Me too.,neutral,0
And that one is clear.,neutral,0
Yes.,neutral,0
Yes.,neutral,0
"Of course, we first spent two hours together and that was very nice to get to know each other better",happiness,4
to get to know.,neutral,0
"Look, the moment you joined, you notice, it's immediately a different dynamic.",neutral,0
You can get to know each other a little less well that way.,sadness,5
"Yes, still a bit of that flirtatiousness that I then miss.",sadness,5
Yes.,neutral,0
It is quite nice when you notice that a man is really interested in you.,happiness,4
"And it also just feels very friendly, what we have together.",happiness,4
So I have decided not to extend either.,sadness,5
Yes.,neutral,0
I understand him very well.,happiness,4
"Yes, absolutely.",neutral,0
Yes.,neutral,0
"Yes, then you can make yours too.",neutral,0
"Dear Angela, unfortunately we differ too much, which is why I have decided not to renew.",sadness,5
"I think in terms of lifestyle, how we are, what we do, that we differ a bit too much in that.",sadness,5
What do you mean by lifestyle?,neutral,0
"Well, you really like to go to bed early.",neutral,0
That is completely fine.,happiness,4
"I often just see it become 12 o'clock, half past 12.",sadness,5
Is maybe also not completely right.,sadness,5
"But with me, I am always busy.",sadness,5
Yes.,neutral,0
"The reservation that you do have, where at first we...",fear,3
"For example, initially ran into issues with Karaoke.",anger,1
"Yes, I don't know. I don't know.",sadness,5
I sense that you have that with several things.,neutral,0
"Where I actually think, nice idea, but I don't care at all.",disgust,2
I'm joining in. Right away.,happiness,4
I feel a bit more with you...,happiness,4
I have the feeling that I immediately said yes to that.,neutral,0
Well...,neutral,0
"You said, I agreed.",neutral,0
"Then I said, I can't stay behind.",happiness,4
"Yes, but at first...",neutral,0
"It was a bit meh, I actually don't feel like it.",sadness,5
"Yes, I tasted that very much.",happiness,4
"But anyway, that's what I tasted.",neutral,0
"But anyway, if it's not like that, you can correct me as well.",neutral,0
I think people don't recognize me in reserve.,sadness,5
"Okay, then I got that completely wrong.",sadness,5
But I tasted that a little.,neutral,0
That was also part of my decision not to extend.,sadness,5
"Clear, yes.",neutral,0
"Well, my choice is you.",happiness,4
"Marina, unfortunately I have chosen not to renew.",sadness,5
This is because of me and not because of you as a person.,neutral,0
So? Yes.,neutral,0
Just look normal.,anger,1
"Just look normal, okay.",anger,1
Ok̩.,neutral,0
"No, look.",neutral,0
That is weird.,surprise,6
Why are you giving such a wink?,neutral,0
"Yes, but yes.",neutral,0
At the checkout.,neutral,0
A lady makes a joke.,happiness,4
"That's not bad, is it?",neutral,0
"No, actually yes.",surprise,6
Why?,surprise,6
"No, yes.",surprise,6
Don't flirt.,anger,1
"Yes, but what?",surprise,6
"Look, if she makes a joke and she laughs, then it's okay.",neutral,0
But you don't have to laugh so exaggeratedly that all your teeth are showing and so on.,disgust,2
That is not necessary.,neutral,0
No.,anger,1
How?,surprise,6
That your teeth are outside.,surprise,6
"Yes, like this.",neutral,0
"Yes, like that.",neutral,0
"Hey, stop it, okay.",anger,1
I think that...,neutral,0
"No, I think...",neutral,0
That is exaggerated.,disgust,2
Yes.,neutral,0
Yes?,neutral,0
My smile is yours.,happiness,4
"Yes, go ahead.",neutral,0
I know it.,neutral,0
Unless it's really funny.,neutral,0
Do you understand?,neutral,0
But otherwise I think you really do too much.,fear,3
"But it's over the line, though.",disgust,2
How so?,neutral,0
"You do entertain her, so to speak.",happiness,4
You give her a lot.,happiness,4
"Okay, then we're done talking, right?",sadness,5
Ok̩.,neutral,0
Ok̩.,neutral,0
"After 24 hours with two nice women, Rob has to decide what he is going to do.",neutral,0
Does he want to continue dating one of them or neither of them?,neutral,0
"A decision that puts you on paper for both Angela and Marina, who in any case a",fear,3
slept at his place at night.,happiness,4
But was that enough to continue?,fear,3
"Are you nervous, right, Rob?",fear,3
I'm going in a moment...,surprise,6
I'm going in a moment...,neutral,0
I'm going in a moment...,fear,3
"At North camp, a first confrontation threatens",fear,3
between Jennifer and Erik.,anger,1
I have completely unexpected things.,surprise,6
And after her emotional crisis at the campfire,sadness,5
Hilde gets a boost again.,happiness,4
I think I am coming out of a very deep valley.,happiness,4
That I have climbed out again.,happiness,4
And that I am now the Hilde of the past again.,happiness,4
The strong Hilde of the past.,happiness,4
I think there is a hard core in this group,neutral,0
that really can't be broken.,happiness,4
And that the people who do not belong to that hard core,sadness,5
will quietly leave one by one.,sadness,5
Without really getting a chance.,sadness,5
What I enjoyed most on the island was myself.,happiness,4
That I didn't get the chance to show who I was.,sadness,5
That I am in my shell.,sadness,5
And I really find that a shame.,sadness,5
I really find that unfortunate.,sadness,5
"In a remote corner of Malaysia, for the second time, 16 Flemish and Dutch people have an appointment with the adventure of their lives.",happiness,4
They volunteered to be dropped on an uninhabited island.,fear,3
"For 47 days, they will be left to their fate.",fear,3
Until only one winner remains.,neutral,0
This is Expedition Robinson. This is their story.,neutral,0
"At the start of this second expedition, four days ago, the expedition members immediately feel that it will be tough.",fear,3
With a raft they have to reach their islands and upon arrival they only get one axe and two lamps to struggle through the first day.,fear,3
"On the second day, extra tools are dropped, but Camp North does not find the bag.",sadness,5
"Camp South is having some success and now has tools, flour, rice, and some cans.",happiness,4
But none of the camps has fire.,sadness,5
"Since the very first day, South has been trying to make fire, until they succeed on the fourth day.",neutral,0
Camp North wins 15 matches in the elimination challenge. The solution to one of their first big problems.,happiness,4
"Noord is euphoric, but Hilde causes a first crisis in the camp.",surprise,6
"South must go to the island council due to losing the challenge, where Koenraad and Lopke each receive four votes.",sadness,5
