Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity
1900-01-01 00:36:44.274986,1900-01-01 00:36:47.254986,And with some of the tables receiving incomplete orders.,And with some of the tables receiving incomplete orders.,frustration,anger,mild
1900-01-01 00:36:47.254986,1900-01-01 00:36:48.155986,I'm done eating.,I'm done eating.,contentment,neutral,neutral
1900-01-01 00:36:48.155986,1900-01-01 00:36:49.515986,They don't have no food.,They don't have no food.,desperation,sadness,moderate
1900-01-01 00:36:49.515986,1900-01-01 00:36:52.114986,A night that started off with so much promise,A night that started off with so much promise,nostalgia,sadness,mild
1900-01-01 00:36:52.114986,1900-01-01 00:36:54.155986,is on the brink of disaster.,is on the brink of disaster.,dread,fear,intense
1900-01-01 00:36:54.155986,1900-01-01 00:36:55.455986,They need to communicate.,They need to communicate.,expectation,neutral,neutral
1900-01-01 00:36:55.455986,1900-01-01 00:36:56.355986,"I'm telling them, Chef.","I'm telling them, Chef.",defiance,anger,mild
1900-01-01 00:36:56.355986,1900-01-01 00:36:57.995986,They need to communicate.,They need to communicate.,expectation,neutral,neutral
1900-01-01 00:36:57.995986,1900-01-01 00:36:59.254986,I don't know what to do now.,I don't know what to do now.,confusion,sadness,moderate
1900-01-01 00:36:59.254986,1900-01-01 00:37:00.735986,I feel overwhelmed.,I feel overwhelmed.,overwhelm,sadness,intense
1900-01-01 00:37:00.735986,1900-01-01 00:37:02.194986,"I'm having a moment of, like, maybe","I'm having a moment of, like, maybe",uncertainty,neutral,mild
1900-01-01 00:37:02.194986,1900-01-01 00:37:03.394986,I'm not cut out for this.,I'm not cut out for this.,inadequacy,sadness,moderate
1900-01-01 00:37:03.394986,1900-01-01 00:37:04.295986,Come here a minute.,Come here a minute.,command,neutral,neutral
1900-01-01 00:37:05.274986,1900-01-01 00:37:08.155986,We're going to go down in history as the biggest,We're going to go down in history as the biggest,anticipation,surprise,moderate
1900-01-01 00:37:08.155986,1900-01-01 00:37:09.655986,fucking shithole in the Verne.,fucking shithole in the Verne.,contempt,disgust,intense
1900-01-01 00:37:09.655986,1900-01-01 00:37:11.054986,You need to step up.,You need to step up.,expectation,anger,moderate
1900-01-01 00:37:11.054986,1900-01-01 00:37:12.054986,"I am stepping up, Chef.","I am stepping up, Chef.",determination,happiness,moderate
1900-01-01 00:37:12.054986,1900-01-01 00:37:12.955986,And I'm only one person.,And I'm only one person.,limitation,sadness,mild
1900-01-01 00:37:12.955986,1900-01-01 00:37:14.095986,Nobody listens to me.,Nobody listens to me.,rejection,sadness,moderate
1900-01-01 00:37:14.095986,1900-01-01 00:37:15.754986,"Tomorrow, we're going to be fucking","Tomorrow, we're going to be fucking",anticipation,happiness,intense
1900-01-01 00:37:15.754986,1900-01-01 00:37:17.355986,closed at this rate.,closed at this rate.,resignation,sadness,mild
1900-01-01 00:37:17.355986,1900-01-01 00:37:19.435986,Get them together and wake them up.,Get them together and wake them up.,determination,neutral,moderate
1900-01-01 00:37:19.435986,1900-01-01 00:37:21.674986,"Come on, please.","Come on, please.",pleading,sadness,mild
1900-01-01 00:37:21.674986,1900-01-01 00:37:23.334986,This is ultimately my restaurant.,This is ultimately my restaurant.,pride,happiness,moderate
1900-01-01 00:37:23.334986,1900-01-01 00:37:24.534986,I'm the captain of the ship.,I'm the captain of the ship.,confidence,happiness,mild
1900-01-01 00:37:24.534986,1900-01-01 00:37:25.735986,Just come over here now.,Just come over here now.,impatience,anger,moderate
1900-01-01 00:37:25.735986,1900-01-01 00:37:27.534986,And I'm not going to give up.,And I'm not going to give up.,determination,happiness,moderate
1900-01-01 00:37:27.534986,1900-01-01 00:37:29.215986,"Audrey, over here now.","Audrey, over here now.",urgency,anger,moderate
1900-01-01 00:37:29.215986,1900-01-01 00:37:30.514986,Come here.,Come here.,command,neutral,neutral
1900-01-01 00:37:30.514986,1900-01-01 00:37:32.014986,Why are you guys not talking to each other?,Why are you guys not talking to each other?,confusion,sadness,moderate
1900-01-01 00:37:32.014986,1900-01-01 00:37:33.715986,"Why are you not talking to the Chef, you guys?","Why are you not talking to the Chef, you guys?",confusion,surprise,mild
1900-01-01 00:37:34.135986,1900-01-01 00:37:35.274986,He talks. He's not Castamaro.,He talks. He's not Castamaro.,doubt,neutral,mild
1900-01-01 00:37:35.274986,1900-01-01 00:37:36.574986,Talk to him.,Talk to him.,encouragement,neutral,mild
1900-01-01 00:37:36.574986,1900-01-01 00:37:38.035986,"If you don't know what's going on, talk to me.","If you don't know what's going on, talk to me.",concern,happiness,mild
1900-01-01 00:37:38.035986,1900-01-01 00:37:39.975986,"If you need help, ask somebody.","If you need help, ask somebody.",encouragement,neutral,mild
1900-01-01 00:37:39.975986,1900-01-01 00:37:40.975986,OK? All right?,OK? All right?,uncertainty,neutral,mild
1900-01-01 00:37:40.975986,1900-01-01 00:37:41.875986,Get it?,Get it?,curiosity,neutral,neutral
1900-01-01 00:37:41.875986,1900-01-01 00:37:42.975986,Get back to your tables.,Get back to your tables.,command,anger,moderate
1900-01-01 00:37:42.975986,1900-01-01 00:37:45.054986,I can't do this alone.,I can't do this alone.,helplessness,sadness,moderate
1900-01-01 00:37:45.054986,1900-01-01 00:37:48.054986,"OK, the prosciutto pizza for Audrey on caveo seven.","OK, the prosciutto pizza for Audrey on caveo seven.",neutrality,neutral,neutral
1900-01-01 00:37:48.054986,1900-01-01 00:37:49.815986,"Yes, I'm going to cook it right now.","Yes, I'm going to cook it right now.",readiness,neutral,neutral
1900-01-01 00:37:49.815986,1900-01-01 00:37:51.495986,"OK, I'm leaving them here.","OK, I'm leaving them here.",resignation,neutral,neutral
1900-01-01 00:37:51.495986,1900-01-01 00:37:52.794986,Leaving them here.,Leaving them here.,resignation,sadness,mild
1900-01-01 00:37:52.794986,1900-01-01 00:37:55.294986,With Tatiana stepping up and organizing her staff.,With Tatiana stepping up and organizing her staff.,admiration,happiness,mild
1900-01-01 00:37:55.294986,1900-01-01 00:37:56.195986,Talk to each other.,Talk to each other.,encouragement,neutral,neutral
1900-01-01 00:37:56.195986,1900-01-01 00:37:57.794986,"Jen, you're walking around.","Jen, you're walking around.",observation,neutral,neutral
1900-01-01 00:37:57.794986,1900-01-01 00:37:59.334986,Everyone is now in sync.,Everyone is now in sync.,contentment,happiness,mild
1900-01-01 00:37:59.334986,1900-01-01 00:38:00.794986,Is it almost ready for the prosciutto?,Is it almost ready for the prosciutto?,anticipation,happiness,mild
1900-01-01 00:38:00.794986,1900-01-01 00:38:01.794986,The prosciutto is ready.,The prosciutto is ready.,satisfaction,happiness,mild
1900-01-01 00:38:01.794986,1900-01-01 00:38:03.095986,Let's do this.,Let's do this.,determination,happiness,moderate
1900-01-01 00:38:03.875986,1900-01-01 00:38:05.915986,And entrees are quickly making their way,And entrees are quickly making their way,anticipation,happiness,mild
1900-01-01 00:38:05.915986,1900-01-01 00:38:07.514986,out to the tables together.,out to the tables together.,companionship,happiness,mild
1900-01-01 00:38:07.514986,1900-01-01 00:38:09.255986,And here's pizza.,And here's pizza.,contentment,happiness,mild
1900-01-01 00:38:09.255986,1900-01-01 00:38:10.155986,Oh my god.,Oh my god.,shock,surprise,moderate
1900-01-01 00:38:10.155986,1900-01-01 00:38:11.054986,I can't cook through this.,I can't cook through this.,frustration,sadness,moderate
1900-01-01 00:38:11.054986,1900-01-01 00:38:12.054986,I need to get a knife.,I need to get a knife.,determination,neutral,neutral
1900-01-01 00:38:12.054986,1900-01-01 00:38:13.354986,This is the best lasagna I've ever had.,This is the best lasagna I've ever had.,delight,happiness,intense
1900-01-01 00:38:13.354986,1900-01-01 00:38:14.255986,Doing OK?,Doing OK?,concern,neutral,mild
1900-01-01 00:38:14.255986,1900-01-01 00:38:15.255986,I love your prosciutto.,I love your prosciutto.,affection,happiness,moderate
1900-01-01 00:38:15.255986,1900-01-01 00:38:16.595986,It's so good.,It's so good.,satisfaction,happiness,moderate
1900-01-01 00:38:16.595986,1900-01-01 00:38:17.495986,I know.,I know.,certainty,neutral,neutral
1900-01-01 00:38:17.495986,1900-01-01 00:38:18.695986,So good.,So good.,satisfaction,happiness,mild
1900-01-01 00:38:18.695986,1900-01-01 00:38:20.875986,The customers are totally loving everything.,The customers are totally loving everything.,enthusiasm,happiness,intense
1900-01-01 00:38:20.875986,1900-01-01 00:38:21.774986,They're happy.,They're happy.,contentment,happiness,mild
1900-01-01 00:38:21.774986,1900-01-01 00:38:23.135986,They're enjoying it.,They're enjoying it.,enjoyment,happiness,moderate
1900-01-01 00:38:23.135986,1900-01-01 00:38:24.975986,And I'm proud of this restaurant now.,And I'm proud of this restaurant now.,pride,happiness,moderate
1900-01-01 00:38:24.975986,1900-01-01 00:38:27.014986,I'm proud of it.,I'm proud of it.,pride,happiness,moderate
1900-01-01 00:38:27.014986,1900-01-01 00:38:28.815986,Thank you so much.,Thank you so much.,gratitude,happiness,mild
1900-01-01 00:38:28.815986,1900-01-01 00:38:29.715986,You're very welcome.,You're very welcome.,warmth,happiness,mild
1900-01-01 00:38:29.715986,1900-01-01 00:38:31.574986,All tickets are gone.,All tickets are gone.,disappointment,sadness,moderate
1900-01-01 00:38:31.655986,1900-01-01 00:38:33.354986,Tatiana has finally stepped up.,Tatiana has finally stepped up.,admiration,happiness,mild
1900-01-01 00:38:33.354986,1900-01-01 00:38:37.394986,And I'm so proud to say that she's my boss.,And I'm so proud to say that she's my boss.,pride,happiness,moderate
1900-01-01 00:38:37.394986,1900-01-01 00:38:39.535986,Give me five.,Give me five.,encouragement,happiness,mild
1900-01-01 00:38:39.535986,1900-01-01 00:38:41.035986,Thank you for coming.,Thank you for coming.,gratitude,happiness,mild
1900-01-01 00:38:41.035986,1900-01-01 00:38:41.935986,Come back and see us.,Come back and see us.,invitation,happiness,mild
1900-01-01 00:38:41.935986,1900-01-01 00:38:45.435986,"Oh gosh, thank you.","Oh gosh, thank you.",gratitude,happiness,mild
1900-01-01 00:38:45.435986,1900-01-01 00:38:47.475986,"Listen, tough night.","Listen, tough night.",weariness,sadness,mild
1900-01-01 00:38:47.475986,1900-01-01 00:38:50.035986,"It wasn't expecting to be a perfect night, let me tell you.","It wasn't expecting to be a perfect night, let me tell you.",resignation,sadness,mild
1900-01-01 00:38:50.035986,1900-01-01 00:38:52.274986,"But trust me, overall, it was successful.","But trust me, overall, it was successful.",confidence,happiness,mild
1900-01-01 00:38:52.274986,1900-01-01 00:38:53.475986,Customers loved the food.,Customers loved the food.,satisfaction,happiness,moderate
1900-01-01 00:38:53.475986,1900-01-01 00:38:55.454986,"And what you did get an insight tonight, too,","And what you did get an insight tonight, too,",curiosity,surprise,mild
1900-01-01 00:38:55.454986,1900-01-01 00:38:57.975986,was the potential of this place.,was the potential of this place.,curiosity,neutral,neutral
1900-01-01 00:38:57.975986,1900-01-01 00:38:59.174986,We can't give up.,We can't give up.,determination,happiness,moderate
1900-01-01 00:38:59.174986,1900-01-01 00:39:00.415986,The foundation's here.,The foundation's here.,anticipation,happiness,mild
1900-01-01 00:39:00.415986,1900-01-01 00:39:01.315986,Run with it.,Run with it.,encouragement,happiness,mild
1900-01-01 00:39:02.095986,1900-01-01 00:39:02.995986,Good.,Good.,approval,happiness,mild
1900-01-01 00:39:02.995986,1900-01-01 00:39:03.894986,Well done to you all.,Well done to you all.,pride,happiness,mild
1900-01-01 00:39:03.894986,1900-01-01 00:39:05.695986,"Can I have a little word with you, please?","Can I have a little word with you, please?",politeness,neutral,mild
1900-01-01 00:39:05.695986,1900-01-01 00:39:06.595986,"Good night, ladies.","Good night, ladies.",politeness,neutral,neutral
1900-01-01 00:39:06.595986,1900-01-01 00:39:07.995986,Good job.,Good job.,appreciation,happiness,mild
1900-01-01 00:39:07.995986,1900-01-01 00:39:09.834986,I definitely believe in my sister.,I definitely believe in my sister.,confidence,happiness,moderate
1900-01-01 00:39:09.834986,1900-01-01 00:39:12.334986,She's learned what it takes to run a restaurant.,She's learned what it takes to run a restaurant.,pride,happiness,mild
1900-01-01 00:39:12.334986,1900-01-01 00:39:16.535986,And she's got the tools to bring this restaurant to greatness.,And she's got the tools to bring this restaurant to greatness.,confidence,happiness,moderate
1900-01-01 00:39:16.535986,1900-01-01 00:39:17.674986,"Well done, well done, well done.","Well done, well done, well done.",praise,happiness,moderate
1900-01-01 00:39:17.674986,1900-01-01 00:39:18.875986,You're courageous.,You're courageous.,admiration,happiness,mild
1900-01-01 00:39:18.875986,1900-01-01 00:39:20.734986,"You're bloody hardworking, and you're young.","You're bloody hardworking, and you're young.",admiration,happiness,moderate
1900-01-01 00:39:20.734986,1900-01-01 00:39:23.975986,So you've got the energy now to take this place even further.,So you've got the energy now to take this place even further.,encouragement,happiness,mild
1900-01-01 00:39:23.975986,1900-01-01 00:39:25.655986,I know what needs to change.,I know what needs to change.,determination,neutral,mild
1900-01-01 00:39:25.655986,1900-01-01 00:39:27.174986,I know I have a lot of work to do.,I know I have a lot of work to do.,resignation,neutral,mild
1900-01-01 00:39:27.174986,1900-01-01 00:39:29.655986,But mark this as a significant day.,But mark this as a significant day.,anticipation,surprise,moderate
1900-01-01 00:39:29.655986,1900-01-01 00:39:31.354986,"This is no longer Charlie's restaurant,","This is no longer Charlie's restaurant,",resignation,sadness,moderate
1900-01-01 00:39:31.354986,1900-01-01 00:39:32.595986,no longer Simon's.,no longer Simon's.,loss,sadness,mild
1900-01-01 00:39:32.595986,1900-01-01 00:39:34.394986,It's yours.,It's yours.,generosity,happiness,mild
1900-01-01 00:39:34.394986,1900-01-01 00:39:38.375986,This restaurant now is Tatiana's restaurant.,This restaurant now is Tatiana's restaurant.,acceptance,neutral,neutral
1900-01-01 00:39:38.375986,1900-01-01 00:39:39.274986,Continue it.,Continue it.,expectation,neutral,neutral
1900-01-01 00:39:39.274986,1900-01-01 00:39:40.174986,I will.,I will.,determination,neutral,mild
1900-01-01 00:39:40.174986,1900-01-01 00:39:41.635986,I'm going to make you so proud.,I'm going to make you so proud.,determination,happiness,moderate
1900-01-01 00:39:41.635986,1900-01-01 00:39:43.234986,I can't wait to come back here.,I can't wait to come back here.,anticipation,happiness,moderate
1900-01-01 00:39:43.234986,1900-01-01 00:39:44.135986,Yeah?,Yeah?,curiosity,surprise,mild
1900-01-01 00:39:44.135986,1900-01-01 00:39:45.234986,"You change lives, Gordon Ramsay.","You change lives, Gordon Ramsay.",admiration,happiness,moderate
1900-01-01 00:39:45.234986,1900-01-01 00:39:46.135986,Hello.,Hello.,greeting,neutral,neutral
1900-01-01 00:39:46.135986,1900-01-01 00:39:47.035986,I really do.,I really do.,affirmation,neutral,mild
1900-01-01 00:39:47.035986,1900-01-01 00:39:48.074986,You saved my life.,You saved my life.,gratitude,happiness,intense
1900-01-01 00:39:48.074986,1900-01-01 00:39:50.614986,This has not just been about the restaurant.,This has not just been about the restaurant.,reflection,neutral,mild
1900-01-01 00:39:50.614986,1900-01-01 00:39:54.354986,This has been about everything in my life.,This has been about everything in my life.,resignation,sadness,moderate
1900-01-01 00:39:54.354986,1900-01-01 00:39:55.255986,You are like an angel.,You are like an angel.,admiration,happiness,mild
1900-01-01 00:39:55.255986,1900-01-01 00:39:56.495986,You have no idea.,You have no idea.,frustration,anger,mild
1900-01-01 00:39:56.495986,1900-01-01 00:39:57.394986,I love him.,I love him.,affection,happiness,moderate
1900-01-01 00:39:57.394986,1900-01-01 00:39:58.834986,You've literally saved me.,You've literally saved me.,gratitude,happiness,intense
1900-01-01 00:39:58.834986,1900-01-01 00:40:03.234986,And it's like a dream come true.,And it's like a dream come true.,fulfillment,happiness,moderate
1900-01-01 00:40:09.174986,1900-01-01 00:40:11.435986,"Wow, when I first arrived here, Tatiana's priorities","Wow, when I first arrived here, Tatiana's priorities",reminiscence,surprise,mild
1900-01-01 00:40:11.435986,1900-01-01 00:40:12.774986,were all in the wrong order.,were all in the wrong order.,frustration,anger,mild
1900-01-01 00:40:12.774986,1900-01-01 00:40:15.755986,"She was fighting with her family, arguing with the staff,","She was fighting with her family, arguing with the staff,",conflict,anger,moderate
1900-01-01 00:40:15.755986,1900-01-01 00:40:18.554986,"and more importantly, paid no attention to her kitchen.","and more importantly, paid no attention to her kitchen.",neglect,sadness,mild
1900-01-01 00:40:18.554986,1900-01-01 00:40:20.954986,We made a massive turnaround here.,We made a massive turnaround here.,pride,happiness,moderate
1900-01-01 00:40:20.954986,1900-01-01 00:40:23.554986,And now Tatiana has her priorities,And now Tatiana has her priorities,acknowledgment,neutral,neutral
1900-01-01 00:40:23.554986,1900-01-01 00:40:24.755986,all in the right place.,all in the right place.,contentment,happiness,mild
1900-01-01 00:40:24.755986,1900-01-01 00:40:27.695986,"But more importantly, she's in control of her business.","But more importantly, she's in control of her business.",pride,happiness,mild
1900-01-01 00:40:27.695986,1900-01-01 00:40:30.794986,I've got every confidence that this little bistro,I've got every confidence that this little bistro,optimism,happiness,moderate
1900-01-01 00:40:30.794986,1900-01-01 00:40:31.695986,will be a huge success.,will be a huge success.,optimism,happiness,moderate
1900-01-01 00:40:37.035986,1900-01-01 00:40:39.794986,"After Gordon left, I've got the two steaks going.","After Gordon left, I've got the two steaks going.",determination,neutral,mild
1900-01-01 00:40:39.794986,1900-01-01 00:40:41.635986,"OK, so I'm working the salad.","OK, so I'm working the salad.",focus,neutral,neutral
1900-01-01 00:40:41.635986,1900-01-01 00:40:44.574986,Chef Jonathan maintained the high standards in the kitchen.,Chef Jonathan maintained the high standards in the kitchen.,pride,happiness,mild
1900-01-01 00:40:44.574986,1900-01-01 00:40:45.834986,Is there anything you want me to have,Is there anything you want me to have,curiosity,neutral,mild
1900-01-01 00:40:45.834986,1900-01-01 00:40:48.215986,the girls push right now?,the girls push right now?,curiosity,neutral,mild
1900-01-01 00:40:48.215986,1900-01-01 00:40:50.274986,And immediately helped Tatiana launch,And immediately helped Tatiana launch,support,happiness,mild
1900-01-01 00:40:50.274986,1900-01-01 00:40:51.614986,the search for a new chef.,the search for a new chef.,anticipation,neutral,neutral
1900-01-01 00:40:51.614986,1900-01-01 00:40:53.514986,"Hi, how are you?","Hi, how are you?",curiosity,neutral,neutral
1900-01-01 00:40:53.574986,1900-01-01 00:40:55.614986,"And thanks to her transformation,","And thanks to her transformation,",gratitude,happiness,mild
1900-01-01 00:40:55.614986,1900-01-01 00:40:57.774986,not only is her business back on track.,not only is her business back on track.,relief,happiness,mild
1900-01-01 00:40:57.774986,1900-01-01 00:41:02.114986,It's the first Charlie's staff meeting.,It's the first Charlie's staff meeting.,anticipation,neutral,mild
1900-01-01 00:41:02.114986,1900-01-01 00:41:04.655986,But so is her relationship with her family.,But so is her relationship with her family.,concern,sadness,mild
1900-01-01 00:41:04.655986,1900-01-01 00:41:07.454986,"I owe Chef Ramsay, like, everything.","I owe Chef Ramsay, like, everything.",gratitude,happiness,moderate
1900-01-01 00:41:07.454986,1900-01-01 00:41:10.135986,He has molded me into the business owner I need to be.,He has molded me into the business owner I need to be.,gratitude,happiness,moderate
1900-01-01 00:41:10.135986,1900-01-01 00:41:11.635986,"When he comes back, he's going to be like,","When he comes back, he's going to be like,",anticipation,surprise,mild
1900-01-01 00:41:11.635986,1900-01-01 00:41:14.035986,"you've got it, Tatiana, yes.","you've got it, Tatiana, yes.",encouragement,happiness,mild
